Time_s,Position_deg,Velocity_degs,Target_deg,Direction,Trigger
8.8454867,656.227,-1314.954,0,1,0
8.8463507,605.043,-1382.967,0,1,0
8.8471168,554.371,-2170.089,0,1,0
8.8478575,521.639,-2258.302,0,1,0
8.8485493,486.075,-1585.045,0,1,0
8.8499753,438.407,-1962.739,0,1,0
8.8651069,400.13,-2598.642,0,1,0
8.8804396,376.184,-1554.042,0,1,0
8.9806366,327.067,-1902.486,0,1,0
8.9839583,280.751,-2803.431,0,1,0
8.9849889,257.41,-1911.728,0,1,0
8.9860708,204.369,-1990.351,0,1,0
8.986974,155.664,-2566.441,0,1,0
8.9892417,150.904,-1389.864,0,1,0
8.9911516,151.961,-1195.717,0,1,0
8.9925499,152.65,-1041.365,0,1,0
9.0041982,153.247,-905.628,0,1,0
9.0205993,153.767,-787.594,0,1,0
9.0368476,154.219,-684.947,0,1,0
